"food_nutrient_id","adjusted_amount","lab_method_id","nutrient_name"
"2238170","","1042","16:1 t"
"2238171","","1042","16:1 c"
"2238172","","1042","17:0"
"2238173","","1042","17:1"
"2238174","","1042","18:0"
"2238175","","1042","18:1 t"
"2238176","","1042","18:1 c"
"2238177","","1042","18:2 t not further defined"
"2238178","","1042","18:2 n-6 c,c"
"2238179","","1042","20:0"
"2238180","","1042","18:3 n-6 c,c,c"
"2238181","","1042","20:1"
"2238182","","1042","18:3 n-3 c,c,c (ALA)"
"2238183","","1042","18:2 CLAs"
"2238184","","1042","18:4"
"2238185","","1042","20:2 n-6 c,c"
"2238186","","1042","22:0"
"2238187","","1042","20:3 n-6"
"2238188","","1042","22:1 t"
"2238189","","1042","22:1 c"
"2238190","","1042","20:3 n-3"
"2238191","","1042","20:4 undifferentiated"
"2238192","","1042","22:2"
"2238193","","1042","24:0"
"2238194","","1042","20:5 n-3 (EPA)"
"2238195","","1042","24:1 c"
"2238196","","1042","22:4"
"2238197","","1042","22:5 n-3 (DPA)"
"2238198","","1042","22:6 n-3 (DHA)"
"2238199","","1042","4:0"
"2238200","","1042","6:0"
"2238201","","1042","8:0"
"2238202","","1042","10:0"
"2238203","","1042","11:0"
"2238204","","1037","Pantothenic acid"
"2238205","","1035","Riboflavin"
"2238206","","1034","Thiamin"
"2238207","","1053","Total lipid (fat)"
"2238208","","1058","Water"
"2238209","","1001","Nitrogen"
"2238210","","1004","Ash"
"2238211","","1009","Iron, Fe"
"2238212","","1009","Potassium, K"
"2238213","","1009","Phosphorus, P"
"2238214","","1009","Calcium, Ca"
"2238215","","1009","Magnesium, Mg"
"2238216","","1009","Sodium, Na"
"2238217","","1009","Copper, Cu"
"2238218","","1009","Manganese, Mn"
"2238219","","1009","Zinc, Zn"
"2238220","","1014","Niacin"
"2238221","","1169","Selenium, Se"
"2238222","","1060","Sucrose"
"2238223","","1060","Lactose"
"2238224","","1060","Galactose"
"2238225","","1060","Glucose (dextrose)"
"2238226","","1060","Fructose"
"2238227","","1060","Maltose"
"2238228","","1016","Vitamin B-6"
"2238229","","1112","Starch"
"2238230","","1008","Fiber, total dietary"
"2238231","","1042","4:0"
"2238232","","1042","6:0"
"2238233","","1042","8:0"
"2238234","","1042","10:0"
"2238235","","1042","11:0"
"2238236","","1042","12:0"
"2238237","","1042","14:0"
"2238238","","1042","15:0"
"2238239","","1042","15:1"
"2238240","","1042","16:0"
"2238241","","1042","16:1 t"
"2238242","","1042","16:1 c"
"2238243","","1042","17:0"
"2238244","","1042","17:1"
"2238245","","1042","18:0"
"2238246","","1042","18:1 t"
"2238247","","1042","18:1 c"
"2238248","","1042","18:2 t not further defined"
"2238249","","1042","18:2 n-6 c,c"
"2238250","","1042","20:0"
"2238251","","1042","18:3 n-6 c,c,c"
"2238252","","1042","20:1"
"2238253","","1042","18:3 n-3 c,c,c (ALA)"
"2238254","","1042","18:2 CLAs"
"2238255","","1042","18:4"
"2238256","","1042","20:2 n-6 c,c"
"2238257","","1042","22:0"
"2238258","","1042","20:3 n-6"
"2238259","","1042","22:1 t"
"2238260","","1042","22:1 c"
"2238261","","1042","20:3 n-3"
"2238262","","1042","20:4 undifferentiated"
"2238263","","1042","22:2"
"2238264","","1042","24:0"
"2238265","","1042","20:5 n-3 (EPA)"
"2238266","","1042","24:1 c"
"2238267","","1042","22:4"
"2238268","","1042","22:5 n-3 (DPA)"
"2238269","","1042","22:6 n-3 (DHA)"
"2238270","","1037","Pantothenic acid"
"2238271","","1004","Ash"
"2238272","","1053","Total lipid (fat)"
"2238273","","1058","Water"
"2238274","","1001","Nitrogen"
"2238275","","1035","Riboflavin"
"2238276","","1034","Thiamin"
"2238277","","1034","Thiamin"
"2238278","","1009","Potassium, K"
"2238279","","1009","Phosphorus, P"
"2238280","","1009","Calcium, Ca"
"2238281","","1009","Magnesium, Mg"
"2238282","","1009","Sodium, Na"
"2238283","","1009","Copper, Cu"
"2238284","","1009","Manganese, Mn"
"2238285","","1009","Zinc, Zn"
"2238286","","1009","Iron, Fe"
"2238287","","1014","Niacin"
"2238288","","1169","Selenium, Se"
"2238289","","1060","Maltose"
"2238290","","1060","Sucrose"
"2238291","","1060","Lactose"
"2238292","","1060","Galactose"
"2238293","","1060","Glucose (dextrose)"
"2238294","","1060","Fructose"
"2238295","","1016","Vitamin B-6"
"2238296","","1112","Starch"
"2238297","","1008","Fiber, total dietary"
"2238298","","1042","4:0"
"2238299","","1042","6:0"
"2238300","","1042","8:0"
"2238301","","1042","10:0"
"2238302","","1042","11:0"
"2238303","","1042","12:0"
"2238304","","1042","14:0"
"2238305","","1042","15:0"
"2238306","","1042","15:1"
"2238307","","1042","16:0"
"2238308","","1042","16:1 t"
"2238309","","1042","16:1 c"
"2238310","","1042","17:0"
"2238311","","1042","17:1"
"2238312","","1042","18:0"
"2238313","","1042","18:1 t"
"2238314","","1042","18:1 c"
"2238315","","1042","18:2 t not further defined"
"2238316","","1042","18:2 n-6 c,c"
"2238317","","1042","20:0"
"2238318","","1042","18:3 n-6 c,c,c"
"2238319","","1042","20:1"
"2238320","","1042","18:3 n-3 c,c,c (ALA)"
"2238321","","1042","18:2 CLAs"
"2238322","","1042","18:4"
"2238323","","1042","20:2 n-6 c,c"
"2238324","","1042","22:0"
"2238325","","1042","20:3 n-6"
"2238326","","1042","22:1 t"
"2238327","","1042","22:1 c"
"2238328","","1042","20:3 n-3"
"2238329","","1042","20:4 undifferentiated"
"2238330","","1042","22:2"
"2238331","","1042","24:0"
"2238332","","1042","20:5 n-3 (EPA)"
"2238333","","1042","24:1 c"
"2238334","","1042","22:4"
"2238335","","1042","22:5 n-3 (DPA)"
"2238336","","1042","22:6 n-3 (DHA)"
"2238337","","1037","Pantothenic acid"
"2238338","","1004","Ash"
"2238339","","1053","Total lipid (fat)"
"2238340","","1058","Water"
"2238341","","1001","Nitrogen"
"2238342","","1035","Riboflavin"
"2238343","","1009","Iron, Fe"
"2238344","","1009","Potassium, K"
"2238345","","1009","Phosphorus, P"
"2238346","","1009","Sodium, Na"
"2238347","","1009","Calcium, Ca"
"2238348","","1009","Magnesium, Mg"
"2238349","","1009","Copper, Cu"
"2238350","","1009","Manganese, Mn"
"2238351","","1009","Zinc, Zn"
"2238352","","1014","Niacin"
"2238353","","1169","Selenium, Se"
"2238354","","1060","Fructose"
"2238355","","1060","Sucrose"
"2238356","","1060","Galactose"
"2238357","","1060","Lactose"
"2238358","","1060","Maltose"
"2238359","","1060","Glucose (dextrose)"
"2238360","","1016","Vitamin B-6"
"2238361","","1112","Starch"
"2238362","","1008","Fiber, total dietary"
"2238363","","1042","4:0"
"2238364","","1042","6:0"
"2238365","","1042","8:0"
"2238366","","1042","10:0"
"2238367","","1042","11:0"
"2238368","","1042","12:0"
"2238369","","1042","14:0"
"2238370","","1042","15:0"
"2238371","","1042","15:1"
"2238372","","1042","16:0"
"2238373","","1042","16:1 t"
"2238374","","1042","16:1 c"
"2238375","","1042","17:0"
"2238376","","1042","17:1"
"2238377","","1042","18:0"
"2238378","","1042","18:1 t"
"2238379","","1042","18:1 c"
"2238380","","1042","18:2 t not further defined"
"2238381","","1042","18:2 n-6 c,c"
"2238382","","1042","20:0"
"2238383","","1042","18:3 n-6 c,c,c"
"2238384","","1042","20:1"
"2238385","","1042","18:3 n-3 c,c,c (ALA)"
"2238386","","1042","18:2 CLAs"
"2238387","","1042","18:4"
"2238388","","1042","20:2 n-6 c,c"
"2238389","","1042","22:0"
"2238390","","1042","20:3 n-6"
"2238391","","1042","22:1 t"
"2238392","","1042","22:1 c"
"2238393","","1042","20:3 n-3"
"2238394","","1042","20:4 undifferentiated"
"2238395","","1042","22:2"
"2238396","","1042","24:0"
"2238397","","1042","20:5 n-3 (EPA)"
"2238398","","1042","24:1 c"
"2238399","","1042","22:4"
"2238400","","1042","22:5 n-3 (DPA)"
"2238401","","1042","22:6 n-3 (DHA)"
"2238402","","1037","Pantothenic acid"
"2238403","","1004","Ash"
"2238404","","1058","Water"
"2238405","","1001","Nitrogen"
"2238406","","1053","Total lipid (fat)"
"2238407","","1035","Riboflavin"
"2238408","","1034","Thiamin"
"2238409","","1009","Iron, Fe"
"2238410","","1009","Potassium, K"
"2238411","","1009","Phosphorus, P"
"2238412","","1009","Sodium, Na"
"2238413","","1009","Calcium, Ca"
"2238414","","1009","Magnesium, Mg"
"2238415","","1009","Copper, Cu"
"2238416","","1009","Manganese, Mn"
"2238417","","1009","Zinc, Zn"
"2238418","","1014","Niacin"
"2238419","","1169","Selenium, Se"
"2238420","","1060","Fructose"
"2238421","","1060","Sucrose"
"2238422","","1060","Galactose"
"2238423","","1060","Lactose"
"2238424","","1060","Maltose"
"2238425","","1060","Glucose (dextrose)"
"2238426","","1016","Vitamin B-6"
"2238427","","1112","Starch"
"2238428","","1008","Fiber, total dietary"
"2238429","","1042","4:0"
"2238430","","1042","6:0"
"2238431","","1042","8:0"
"2238432","","1042","10:0"
"2238433","","1042","11:0"
"2238434","","1042","12:0"
"2238435","","1042","14:0"
"2238436","","1042","15:0"
"2238437","","1042","15:1"
"2238438","","1042","16:0"
"2238439","","1042","16:1 t"
"2238440","","1042","16:1 c"
"2238441","","1042","17:0"
"2238442","","1042","17:1"
"2238443","","1042","18:0"
"2238444","","1042","18:1 t"
"2238445","","1042","18:1 c"
"2238446","","1042","18:2 t not further defined"
"2238447","","1042","18:2 n-6 c,c"
"2238448","","1042","20:0"
"2238449","","1042","18:3 n-6 c,c,c"
"2238450","","1042","20:1"
"2238451","","1042","18:3 n-3 c,c,c (ALA)"
"2238452","","1042","18:2 CLAs"
"2238453","","1042","18:4"
"2238454","","1042","20:2 n-6 c,c"
"2238455","","1042","22:0"
"2238456","","1042","20:3 n-6"
"2238457","","1042","22:1 t"
"2238458","","1042","22:1 c"
"2238459","","1042","20:3 n-3"
"2238460","","1042","20:4 undifferentiated"
"2238461","","1042","22:2"
"2238462","","1042","24:0"
"2238463","","1042","20:5 n-3 (EPA)"
"2238464","","1042","24:1 c"
"2238465","","1042","22:4"
"2238466","","1042","22:5 n-3 (DPA)"
"2238467","","1042","22:6 n-3 (DHA)"
"2238468","","1037","Pantothenic acid"
"2238469","","1004","Ash"
"2238470","","1058","Water"
"2238471","","1001","Nitrogen"
"2238472","","1053","Total lipid (fat)"
"2238473","","1035","Riboflavin"
"2238474","","1034","Thiamin"
"2255956","","1011","Thiamin"
"2255957","","1039","Vitamin B-12"
"2255958","","1035","Riboflavin"
"2255959","","1083","Water"
"2255960","","1004","Ash"
"2255961","","1122","Nitrogen"
"2255962","","1014","Niacin"
"2255963","","1016","Vitamin B-6"
"2255964","","1073","Cholesterol"
"2255965","","1042","20:1"
"2255966","","1042","4:0"
"2255967","","1042","6:0"
"2255968","","1042","8:0"
"2255969","","1042","10:0"
"2255970","","1042","11:0"
"2255971","","1042","12:0"
"2255972","","1042","14:0"
"2255973","","1042","15:0"
"2255974","","1042","15:1"
"2255975","","1042","16:0"
"2255976","","1042","16:1 t"
"2255977","","1042","16:1 c"
"2255978","","1042","17:0"
"2255979","","1042","17:1"
"2255980","","1042","18:0"
"2255981","","1042","18:1 t"
"2255982","","1042","18:1 c"
"2255983","","1042","18:2 t not further defined"
"2255984","","1042","18:2 n-6 c,c"
"2255985","","1042","20:0"
"2255986","","1042","18:3 n-6 c,c,c"
"2255987","","1042","18:3 n-3 c,c,c (ALA)"
"2255988","","1042","18:2 CLAs"
"2255989","","1042","18:4"
"2255990","","1042","20:2 n-6 c,c"
"2255991","","1042","22:0"
"2255992","","1042","20:3 n-6"
"2255993","","1042","22:1 t"
"2255994","","1042","22:1 c"
"2255995","","1042","20:3 n-3"
"2255996","","1042","20:4 undifferentiated"
"2255997","","1042","22:2"
"2255998","","1042","24:0"
"2255999","","1042","20:5 n-3 (EPA)"
"2256000","","1042","24:1 c"
"2256001","","1042","22:4"
"2256002","","1042","22:5 n-3 (DPA)"
"2256003","","1042","22:6 n-3 (DHA)"
"2256004","","1078","Phosphorus, P"
"2256005","","1077","Potassium, K"
"2256006","","1077","Sodium, Na"
"2256007","","1076","Zinc, Zn"
"2256008","","1076","Calcium, Ca"
"2256009","","1076","Copper, Cu"
"2256010","","1076","Iron, Fe"
"2256011","","1076","Magnesium, Mg"
"2256012","","1076","Manganese, Mn"
"2256013","","1169","Selenium, Se"
"2256014","","1019","Total lipid (fat)"
"2256015","","1037","Pantothenic acid"
"2256016","","1051","Cryptoxanthin, beta"
"2256017","","1051","Carotene, alpha"
"2256018","","1051","Carotene, beta"
"2256019","","1051","Lutein + zeaxanthin"
"2256020","","1051","Lycopene"
"2256021","","1043","Betaine"
"2256022","","1043","Choline, free"
"2256023","","1043","Choline, from glycerophosphocholine"
"2256024","","1043","Choline, from phosphocholine"
"2256025","","1043","Choline, from phosphotidyl choline"
"2256026","","1043","Choline, from sphingomyelin"
"2256027","","","Choline, total"
"2256028","","1050","Retinol"
"2256029","","1019","Total lipid (fat)"
"2256030","","1107","Vitamin D3 (cholecalciferol)"
"2256031","","1107","Vitamin D"
"2256032","","1052","Vitamin E (alpha-tocopherol)"
"2256033","","1052","Tocotrienol, beta"
"2256034","","1052","Tocopherol, beta"
"2256035","","1052","Tocopherol, delta"
"2256036","","1052","Tocotrienol, delta"
"2256037","","1052","Tocotrienol, gamma"
"2256038","","1052","Tocotrienol, alpha"
"2256039","","1052","Tocopherol, gamma"
"2256040","","1083","Water"
"2256041","","1004","Ash"
"2256042","","1122","Nitrogen"
"2256043","","1121","Tryptophan"
"2256044","","1171","Cystine"
"2256045","","1171","Methionine"
"2256046","","1145","Aspartic acid"
"2256047","","1145","Threonine"
"2256048","","1145","Serine"
"2256049","","1145","Glutamic acid"
"2256050","","1145","Proline"
"2256051","","1145","Glycine"
"2256052","","1145","Alanine"
"2256053","","1145","Valine"
"2256054","","1145","Isoleucine"
"2256055","","1145","Leucine"
"2256056","","1145","Tyrosine"
"2256057","","1145","Phenylalanine"
"2256058","","1145","Lysine"
"2256059","","1145","Histidine"
"2256060","","1145","Arginine"
"2256061","","1011","Thiamin"
"2256062","","1039","Vitamin B-12"
"2256063","","1035","Riboflavin"
"2256064","","1014","Niacin"
"2256065","","1016","Vitamin B-6"
"2256066","","1041","Cholesterol"
"2256067","","1073","Cholesterol"
"2256068","","1042","20:1"
"2256069","","1042","4:0"
"2256070","","1042","6:0"
"2256071","","1042","8:0"
"2256072","","1042","10:0"
"2256073","","1042","11:0"
"2256074","","1042","12:0"
"2256075","","1042","14:0"
"2256076","","1042","15:0"
"2256077","","1042","15:1"
"2256078","","1042","16:0"
"2256079","","1042","16:1 t"
"2256080","","1042","16:1 c"
"2256081","","1042","17:0"
"2256082","","1042","17:1"
"2256083","","1042","18:0"
"2256084","","1042","18:1 t"
"2256085","","1042","18:1 c"
"2256086","","1042","18:2 t not further defined"
"2256087","","1042","18:2 n-6 c,c"
"2256088","","1042","20:0"
"2256089","","1042","18:3 n-6 c,c,c"
"2256090","","1042","18:3 n-3 c,c,c (ALA)"
"2256091","","1042","18:2 CLAs"
"2256092","","1042","18:4"
"2256093","","1042","20:2 n-6 c,c"
"2256094","","1042","22:0"
"2256095","","1042","20:3 n-6"
"2256096","","1042","22:1 t"
"2256097","","1042","22:1 c"
"2256098","","1042","20:3 n-3"
"2256099","","1042","20:4 undifferentiated"
"2256100","","1042","22:2"
"2256101","","1042","24:0"
"2256102","","1042","20:5 n-3 (EPA)"
"2256103","","1042","24:1 c"
"2256104","","1042","22:4"
"2256105","","1042","22:5 n-3 (DPA)"
"2256106","","1042","22:6 n-3 (DHA)"
"2256107","","1077","Potassium, K"
"2256108","","1077","Sodium, Na"
"2256109","","1076","Zinc, Zn"
"2256110","","1076","Calcium, Ca"
"2256111","","1076","Copper, Cu"
"2256112","","1076","Iron, Fe"
"2256113","","1076","Magnesium, Mg"
"2256114","","1076","Manganese, Mn"
"2256115","","1078","Phosphorus, P"
"2256116","","1169","Selenium, Se"
"2256117","","1019","Total lipid (fat)"
"2256118","","1122","Nitrogen"
"2256119","","1083","Water"
"2256120","","1004","Ash"
"2256121","","1122","Nitrogen"
"2256122","","1083","Water"
"2256123","","1004","Ash"
"2256124","","1037","Pantothenic acid"
"2256125","","1051","Cryptoxanthin, beta"
"2256126","","1051","Carotene, alpha"
"2256127","","1051","Carotene, beta"
"2256128","","1051","Lutein + zeaxanthin"
"2256129","","1051","Lycopene"
"2256130","","1050","Retinol"
"2256131","","1019","Total lipid (fat)"
"2256132","","1107","Vitamin D3 (cholecalciferol)"
"2256133","","1107","Vitamin D"
"2256134","","1052","Vitamin E (alpha-tocopherol)"
"2256135","","1052","Tocopherol, beta"
"2256136","","1052","Tocotrienol, beta"
"2256137","","1052","Tocopherol, delta"
"2256138","","1052","Tocotrienol, delta"
"2256139","","1052","Tocotrienol, alpha"
"2256140","","1052","Tocotrienol, gamma"
"2256141","","1052","Tocopherol, gamma"
"2256142","","1122","Nitrogen"
"2256143","","1083","Water"
"2256144","","1004","Ash"
"2256145","","1011","Thiamin"
"2256146","","1039","Vitamin B-12"
"2256147","","1035","Riboflavin"
"2256148","","1014","Niacin"
"2256149","","1016","Vitamin B-6"
"2256150","","1041","Cholesterol"
"2256151","","1073","Cholesterol"
"2256152","","1042","20:1"
"2256153","","1042","4:0"
"2256154","","1042","6:0"
"2256155","","1042","8:0"
"2256156","","1042","10:0"
"2256157","","1042","11:0"
"2256158","","1042","12:0"
"2256159","","1042","14:0"
"2256160","","1042","15:0"
"2256161","","1042","15:1"
"2256162","","1042","16:0"
"2256163","","1042","16:1 t"
"2256164","","1042","16:1 c"
"2256165","","1042","17:0"
"2256166","","1042","17:1"
"2256167","","1042","18:0"
"2256168","","1042","18:1 t"
"2256169","","1042","18:1 c"
"2256170","","1042","18:2 t not further defined"
"2256171","","1042","18:2 n-6 c,c"
"2256172","","1042","20:0"
"2256173","","1042","18:3 n-6 c,c,c"
"2256174","","1042","18:3 n-3 c,c,c (ALA)"
"2256175","","1042","18:2 CLAs"
"2256176","","1042","18:4"
"2256177","","1042","20:2 n-6 c,c"
"2256178","","1042","22:0"
"2256179","","1042","20:3 n-6"
"2256180","","1042","22:1 t"
"2256181","","1042","22:1 c"
"2256182","","1042","20:3 n-3"
"2256183","","1042","20:4 undifferentiated"
"2256184","","1042","22:2"
"2256185","","1042","24:0"
"2256186","","1042","20:5 n-3 (EPA)"
"2256187","","1042","24:1 c"
"2256188","","1042","22:4"
"2256189","","1042","22:5 n-3 (DPA)"
"2256190","","1042","22:6 n-3 (DHA)"
"2256191","","1077","Potassium, K"
"2256192","","1077","Sodium, Na"
"2256193","","1076","Zinc, Zn"
"2256194","","1076","Calcium, Ca"
"2256195","","1076","Copper, Cu"
"2256196","","1076","Iron, Fe"
"2256197","","1076","Magnesium, Mg"
"2256198","","1076","Manganese, Mn"
"2256199","","1078","Phosphorus, P"
"2256200","","1169","Selenium, Se"
"2256201","","1019","Total lipid (fat)"
"2256202","","1037","Pantothenic acid"
"2256203","","1051","Lycopene"
"2256204","","1051","Cryptoxanthin, beta"
"2256205","","1051","Carotene, alpha"
"2256206","","1051","Carotene, beta"
"2256207","","1051","Lutein + zeaxanthin"
"2256208","","1050","Retinol"
"2256209","","1019","Total lipid (fat)"
"2256210","","1107","Vitamin D3 (cholecalciferol)"
"2256211","","1107","Vitamin D"
"2256212","","1052","Vitamin E (alpha-tocopherol)"
"2256213","","1052","Tocotrienol, alpha"
"2256214","","1052","Tocotrienol, beta"
"2256215","","1052","Tocopherol, delta"
"2256216","","1052","Tocotrienol, delta"
"2256217","","1052","Tocopherol, beta"
"2256218","","1052","Tocotrienol, gamma"
"2256219","","1052","Tocopherol, gamma"
"2256220","","1122","Nitrogen"
"2256221","","1083","Water"
"2256222","","1004","Ash"
"2256223","","1011","Thiamin"
"2256224","","1039","Vitamin B-12"
"2256225","","1035","Riboflavin"
"2256226","","1014","Niacin"
"2256227","","1016","Vitamin B-6"
"2256228","","1041","Cholesterol"
"2256229","","1073","Cholesterol"
"2256230","","1042","20:1"
"2256231","","1042","4:0"
"2256232","","1042","6:0"
"2256233","","1042","8:0"
"2256234","","1042","10:0"
"2256235","","1042","11:0"
"2256236","","1042","12:0"
"2256237","","1042","14:0"
"2256238","","1042","15:0"
"2256239","","1042","15:1"
"2256240","","1042","16:0"
"2256241","","1042","16:1 t"
"2256242","","1042","16:1 c"
"2256243","","1042","17:0"
"2256244","","1042","17:1"
